trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
d,0,5.371999979,1,0,100,58,1,99,i27_50.jpg,s,50,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,0,1.958999872,1,0,100,21,1,99,i10_50_R.jpg,d,50,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
d,0,2.891000032,1,0,100,60,1,99,i28_50.jpg,s,50,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,1,3.888999939,1,0,100,77,1,99,i35_150.jpg,s,150,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,1,0.951999903,1,0,100,62,1,99,i29_0.jpg,s,0,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,1,0.253000021,1,0,100,13,1,99,i6_100.jpg,s,100,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,1,0.164999962,1,0,100,11,1,99,i5_100.jpg,s,100,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,1,0.134000063,1,0,100,65,1,99,i30_50.jpg,s,50,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,1,0.122999907,1,0,100,18,1,99,i9_0.jpg,s,0,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,0,0.138999939,1,0,100,39,1,99,i18_150_R.jpg,d,150,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,0,0.088999987,1,0,100,31,1,99,i14_150_R.jpg,d,150,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,0,0.188999891,1,0,100,23,1,99,i11_50_R.jpg,d,50,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,1,0.151000023,1,0,100,29,1,99,i14_0.jpg,s,0,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,1,0.135000229,1,0,100,20,1,99,i9_100.jpg,s,100,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,1,0.125999928,1,0,100,63,1,99,i29_50.jpg,s,50,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
s,0,0.139999866,1,0,100,35,1,99,i16_150_R.jpg,d,150,,001,2020-10-29_18h10.16.944,MentalRotationFinal,3.1.2,60
