trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
s,0,3.5,1,0,100,96,1,99,i45_100_R.jpg,d,100,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
s,1,3.94299984,1,0,100,18,1,99,i9_0.jpg,s,0,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
d,1,2.842000008,1,0,100,28,1,99,i13_150_R.jpg,d,150,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
s,1,1.609999895,1,0,100,9,1,99,i5_0.jpg,s,0,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
s,1,5.943000078,1,0,100,65,1,99,i30_50.jpg,s,50,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
d,0,2.576999903,1,0,100,13,1,99,i6_100.jpg,s,100,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
d,1,5.377000093,1,0,100,3,1,99,i2_50_R.jpg,d,50,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
d,1,2.325999975,1,0,100,16,1,99,i8_50_R.jpg,d,50,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
s,0,1.909999847,1,0,100,55,1,99,i25_150_R.jpg,d,150,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
d,1,8.27699995,1,0,100,37,1,99,i17_150_R.jpg,d,150,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
d,1,6.360000134,1,0,100,44,1,99,i20_150_R.jpg,d,150,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
s,1,6.411000013,1,0,100,22,1,99,i10_100.jpg,s,100,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
s,1,7.725999832,1,0,100,36,1,99,i17_50.jpg,s,50,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
d,1,3.059999943,1,0,100,71,1,99,i33_100_R.jpg,d,100,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
d,1,6.476999998,1,0,100,91,1,99,i42_100_R.jpg,d,100,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
s,1,2.159999847,1,0,100,41,1,99,i19_50.jpg,s,50,,001,2020-10-13_20h52.59.292,MentalRotationFinal,3.1.2,60
