trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
d,0,10.0250001,1,0,100,88,1,99,i40_150.jpg,s,150,3306,001,2020-10-12_23h23.01.430,MentalRotationFinal,3.1.2,60
s,1,3.146000147,1,0,100,51,1,99,i24_50.jpg,s,50,3306,001,2020-10-12_23h23.01.430,MentalRotationFinal,3.1.2,60
d,1,5.194999933,1,0,100,7,1,99,i4_50_R.jpg,d,50,3306,001,2020-10-12_23h23.01.430,MentalRotationFinal,3.1.2,60
s,1,8.206999779,1,0,100,98,1,99,i47_100.jpg,s,100,3306,001,2020-10-12_23h23.01.430,MentalRotationFinal,3.1.2,60
s,1,6.110999823,1,0,100,97,1,99,i46_100.jpg,s,100,3306,001,2020-10-12_23h23.01.430,MentalRotationFinal,3.1.2,60
d,0,3.242000103,1,0,100,26,1,99,i12_100.jpg,s,100,3306,001,2020-10-12_23h23.01.430,MentalRotationFinal,3.1.2,60
d,1,5.736000061,1,0,100,23,1,99,i11_50_R.jpg,d,50,3306,001,2020-10-12_23h23.01.430,MentalRotationFinal,3.1.2,60
s,1,4.430999994,1,0,100,92,1,99,i42_150.jpg,s,150,3306,001,2020-10-12_23h23.01.430,MentalRotationFinal,3.1.2,60
s,1,3.50999999,1,0,100,58,1,99,i27_50.jpg,s,50,3306,001,2020-10-12_23h23.01.430,MentalRotationFinal,3.1.2,60
d,0,4.111999989,1,0,100,15,1,99,i7_100.jpg,s,100,3306,001,2020-10-12_23h23.01.430,MentalRotationFinal,3.1.2,60
d,1,11.80699992,1,0,100,87,1,99,i40_100_R.jpg,d,100,3306,001,2020-10-12_23h23.01.430,MentalRotationFinal,3.1.2,60
s,1,3.782999992,1,0,100,29,1,99,i14_0.jpg,s,0,3306,001,2020-10-12_23h23.01.430,MentalRotationFinal,3.1.2,60
