trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
s,1,7.608999968,1,0,100,26,1,99,i12_100.jpg,s,100,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,5.635999918,1,0,100,9,1,99,i5_0.jpg,s,0,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,5.087999821,1,0,100,15,1,99,i7_100.jpg,s,100,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,0,21.523,1,0,100,36,1,99,i17_50.jpg,s,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,6.484999895,1,0,100,18,1,99,i9_0.jpg,s,0,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,9.166999817,1,0,100,40,1,99,i19_0.jpg,s,0,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,11.05500007,1,0,100,60,1,99,i28_50.jpg,s,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,10.75600004,1,0,100,43,1,99,i20_50.jpg,s,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,9.954999924,1,0,100,54,1,99,i25_50.jpg,s,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,15.83999991,1,0,100,4,1,99,i2_100.jpg,s,100,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,18.97300005,1,0,100,34,1,99,i16_50.jpg,s,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,3.523000002,1,0,100,5,1,99,i3_50_R.jpg,d,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,5.002999783,1,0,100,3,1,99,i2_50_R.jpg,d,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,19.18499994,1,0,100,32,1,99,i15_50_R.jpg,d,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,14.58800006,1,0,100,48,1,99,i22_150_R.jpg,d,150,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,11.78600001,1,0,100,23,1,99,i11_50_R.jpg,d,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,15.68799996,1,0,100,59,1,99,i27_150_R.jpg,d,150,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,11.15499997,1,0,100,94,1,99,i44_0.jpg,s,0,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,6.723999977,1,0,100,85,1,99,i39_100_R.jpg,d,100,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,7.549999952,1,0,100,56,1,99,i26_50.jpg,s,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,5.932999849,1,0,100,55,1,99,i25_150_R.jpg,d,150,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,11.87199998,1,0,100,66,1,99,i30_150.jpg,s,150,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,9.620000124,1,0,100,16,1,99,i8_50_R.jpg,d,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,22.921,1,0,100,50,1,99,i23_150_R.jpg,d,150,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,11.03600001,1,0,100,84,1,99,i39_0.jpg,s,0,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,6,1,0,100,6,1,99,i3_100.jpg,s,100,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,8.654000044,1,0,100,95,1,99,i44_100_R.jpg,d,100,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,3.267999887,1,0,100,62,1,99,i29_0.jpg,s,0,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,0,5.120000124,1,0,100,73,1,99,i34_100_R.jpg,d,100,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,15.88499999,1,0,100,91,1,99,i42_100_R.jpg,d,100,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,5.738999844,1,0,100,14,1,99,i7_50_R.jpg,d,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,11.38300014,1,0,100,74,1,99,i34_150.jpg,s,150,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,6.970999956,1,0,100,10,1,99,i5_50_R.jpg,d,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,10.38899994,1,0,100,42,1,99,i19_150_R.jpg,d,150,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,21.45200014,1,0,100,87,1,99,i40_100_R.jpg,d,100,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
d,1,6.619999886,1,0,100,19,1,99,i9_50_R.jpg,d,50,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,13.78299999,1,0,100,72,1,99,i33_150.jpg,s,150,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
s,1,13.74000001,1,0,100,68,1,99,i31_150.jpg,s,150,Andy,001,2020-10-16_00h23.46.985,MentalRotationFinal,3.1.2,60
