trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
s,1,6.54399991,1,0,100,88,1,99,i40_150.jpg,s,150,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
s,1,2.734999895,1,0,100,34,1,99,i16_50.jpg,s,50,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
d,1,6.75,1,0,100,21,1,99,i10_50_R.jpg,d,50,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
s,1,11.80299997,1,0,100,83,1,99,i38_150.jpg,s,150,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
d,1,3.335999966,1,0,100,89,1,99,i41_100_R.jpg,d,100,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
s,1,3.371000051,1,0,100,77,1,99,i35_150.jpg,s,150,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
s,1,2.653999805,1,0,100,79,1,99,i36_150.jpg,s,150,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
s,1,2.736999989,1,0,100,45,1,99,i21_50.jpg,s,50,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
d,0,11.76899981,1,0,100,90,1,99,i41_150.jpg,s,150,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
d,1,4.869999886,1,0,100,85,1,99,i39_100_R.jpg,d,100,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
d,1,5.187000036,1,0,100,69,1,99,i32_100_R.jpg,d,100,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
s,1,2.101999998,1,0,100,53,1,99,i25_0.jpg,s,0,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
s,1,3.802000046,1,0,100,24,1,99,i11_100.jpg,s,100,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
s,1,1.787000179,1,0,100,8,1,99,i4_100.jpg,s,100,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
d,1,5.586999893,1,0,100,33,1,99,i15_150_R.jpg,d,150,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
d,1,3.253999949,1,0,100,48,1,99,i22_150_R.jpg,d,150,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
d,1,3.036000013,1,0,100,55,1,99,i25_150_R.jpg,d,150,,001,2020-11-12_11h39.49.249,MentalRotationFinal,3.1.2,60
