trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
s,1,3.813000202,1,0,100,53,1,99,i25_0.jpg,s,0,,001,2020-11-25_09h54.00.183,MentalRotationFinal,3.1.2,60
s,1,7.179999828,1,0,100,51,1,99,i24_50.jpg,s,50,,001,2020-11-25_09h54.00.183,MentalRotationFinal,3.1.2,60
s,1,2.019999981,1,0,100,41,1,99,i19_50.jpg,s,50,,001,2020-11-25_09h54.00.183,MentalRotationFinal,3.1.2,60
s,1,2.588000059,1,0,100,8,1,99,i4_100.jpg,s,100,,001,2020-11-25_09h54.00.183,MentalRotationFinal,3.1.2,60
d,0,3.940000057,1,0,100,13,1,99,i6_100.jpg,s,100,,001,2020-11-25_09h54.00.183,MentalRotationFinal,3.1.2,60
d,1,4.443000078,1,0,100,91,1,99,i42_100_R.jpg,d,100,,001,2020-11-25_09h54.00.183,MentalRotationFinal,3.1.2,60
