trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
s,1,12.55599999,1,0,100,36,1,99,i17_50.jpg,s,50,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
d,1,14.25199986,1,0,100,57,1,99,i26_150_R.jpg,d,150,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
d,0,16.3039999,1,0,100,13,1,99,i6_100.jpg,s,100,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,0,9.953999996,1,0,100,91,1,99,i42_100_R.jpg,d,100,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
d,1,16.62900019,1,0,100,80,1,99,i37_100_R.jpg,d,100,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
d,1,11.54799986,1,0,100,37,1,99,i17_150_R.jpg,d,150,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,1,7.536000013,1,0,100,51,1,99,i24_50.jpg,s,50,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,0,9.986000061,1,0,100,33,1,99,i15_150_R.jpg,d,150,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,0,14.80900002,1,0,100,93,1,99,i43_100_R.jpg,d,100,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,1,4.371000051,1,0,100,29,1,99,i14_0.jpg,s,0,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,1,4.061000109,1,0,100,45,1,99,i21_50.jpg,s,50,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,0,12.04499984,1,0,100,89,1,99,i41_100_R.jpg,d,100,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
d,1,19.36500001,1,0,100,76,1,99,i35_100_R.jpg,d,100,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,1,2.343000174,1,0,100,60,1,99,i28_50.jpg,s,50,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
d,1,0.180999994,1,0,100,85,1,99,i39_100_R.jpg,d,100,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,0,0.16899991,1,0,100,21,1,99,i10_50_R.jpg,d,50,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
d,0,0.101999998,1,0,100,75,1,99,i35_0.jpg,s,0,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,1,0.16899991,1,0,100,77,1,99,i35_150.jpg,s,150,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
d,0,0.085000038,1,0,100,99,1,99,i48_100.jpg,s,100,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,0,0.150000095,1,0,100,87,1,99,i40_100_R.jpg,d,100,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
d,1,0.113999844,1,0,100,67,1,99,i31_100_R.jpg,d,100,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,1,0.138999939,1,0,100,41,1,99,i19_50.jpg,s,50,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
d,1,0.131999969,1,0,100,12,1,99,i6_50_R.jpg,d,50,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
s,1,0.181999922,1,0,100,34,1,99,i16_50.jpg,s,50,adv312,001,2020-05-01_23h14.44.507,MentalRotationFinal,3.1.2,60
