trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
s,1,2.888000011,1,0,100,40,1,99,i19_0.jpg,s,0,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,5.388000011,1,0,100,76,1,99,i35_100_R.jpg,d,100,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,0,4.742000103,1,0,100,10,1,99,i5_50_R.jpg,d,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,5.973999977,1,0,100,32,1,99,i15_50_R.jpg,d,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,0,2.620999813,1,0,100,33,1,99,i15_150_R.jpg,d,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,6.023000002,1,0,100,3,1,99,i2_50_R.jpg,d,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,1.753999949,1,0,100,2,1,99,i1_100.jpg,s,100,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,3.921999931,1,0,100,80,1,99,i37_100_R.jpg,d,100,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,8.876999855,1,0,100,54,1,99,i25_50.jpg,s,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,4.740999937,1,0,100,73,1,99,i34_100_R.jpg,d,100,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,4.689999819,1,0,100,55,1,99,i25_150_R.jpg,d,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,8.710999966,1,0,100,53,1,99,i25_0.jpg,s,0,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,7.592000008,1,0,100,23,1,99,i11_50_R.jpg,d,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,5.505999804,1,0,100,35,1,99,i16_150_R.jpg,d,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,3.119999886,1,0,100,42,1,99,i19_150_R.jpg,d,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,2.438999891,1,0,100,67,1,99,i31_100_R.jpg,d,100,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,10.29400015,1,0,100,57,1,99,i26_150_R.jpg,d,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,5.424999952,1,0,100,72,1,99,i33_150.jpg,s,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,0,3.68900013,1,0,100,83,1,99,i38_150.jpg,s,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,6.742000103,1,0,100,36,1,99,i17_50.jpg,s,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,0,4.239000082,1,0,100,70,1,99,i32_150.jpg,s,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,2.436000109,1,0,100,14,1,99,i7_50_R.jpg,d,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,2.105999947,1,0,100,48,1,99,i22_150_R.jpg,d,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,4.938999891,1,0,100,16,1,99,i8_50_R.jpg,d,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,1.989000082,1,0,100,95,1,99,i44_100_R.jpg,d,100,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,1.503000021,1,0,100,38,1,99,i18_50.jpg,s,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,3.691999912,1,0,100,6,1,99,i3_100.jpg,s,100,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,2.052999973,1,0,100,65,1,99,i30_50.jpg,s,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,1.404000044,1,0,100,27,1,99,i13_50_R.jpg,d,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,5.957999945,1,0,100,59,1,99,i27_150_R.jpg,d,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,2.220999956,1,0,100,0,1,99,i1_0.jpg,s,0,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,1.936000109,1,0,100,91,1,99,i42_100_R.jpg,d,100,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,3.540999889,1,0,100,66,1,99,i30_150.jpg,s,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,2.286999941,1,0,100,9,1,99,i5_0.jpg,s,0,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,1.487999916,1,0,100,85,1,99,i39_100_R.jpg,d,100,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,0,4.754999876,1,0,100,68,1,99,i31_150.jpg,s,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,1.654000044,1,0,100,17,1,99,i8_100.jpg,s,100,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,0.985000134,1,0,100,62,1,99,i29_0.jpg,s,0,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,1.503000021,1,0,100,30,1,99,i14_50_R.jpg,d,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,2.822999954,1,0,100,82,1,99,i38_100_R.jpg,d,100,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,1.186000109,1,0,100,49,1,99,i23_50.jpg,s,50,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
d,1,5.539999962,1,0,100,50,1,99,i23_150_R.jpg,d,150,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,1.21999979,1,0,100,94,1,99,i44_0.jpg,s,0,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
s,1,2.120999813,1,0,100,99,1,99,i48_100.jpg,s,100,gino,001,2020-05-05_15h24.07.503,MentalRotationFinal,3.1.2,60
