trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,imagefile,corrAns,angle,participant,session,date,expName,psychopyVersion,frameRate
s,1,3.927999973,1,0,100,53,1,99,i25_0.jpg,s,0,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,6.187000036,1,0,100,26,1,99,i12_100.jpg,s,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,17.71899986,1,0,100,33,1,99,i15_150_R.jpg,d,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,9.015999794,1,0,100,52,1,99,i24_150_R.jpg,d,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,23.1400001,1,0,100,44,1,99,i20_150_R.jpg,d,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,20.1400001,1,0,100,23,1,99,i11_50_R.jpg,d,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,3.970000029,1,0,100,0,1,99,i1_0.jpg,s,0,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,33.81100011,1,0,100,76,1,99,i35_100_R.jpg,d,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,2.433000088,1,0,100,18,1,99,i9_0.jpg,s,0,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,0,12.00200009,1,0,100,86,1,99,i39_150.jpg,s,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,11.28999996,1,0,100,77,1,99,i35_150.jpg,s,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,10.81599998,1,0,100,65,1,99,i30_50.jpg,s,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,5.286000013,1,0,100,24,1,99,i11_100.jpg,s,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,5.00999999,1,0,100,54,1,99,i25_50.jpg,s,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,5.999000072,1,0,100,27,1,99,i13_50_R.jpg,d,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,10.83800006,1,0,100,55,1,99,i25_150_R.jpg,d,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,13.98900008,1,0,100,92,1,99,i42_150.jpg,s,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,7.353000164,1,0,100,36,1,99,i17_50.jpg,s,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,4.203999996,1,0,100,9,1,99,i5_0.jpg,s,0,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,16.85699987,1,0,100,71,1,99,i33_100_R.jpg,d,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,4.600999832,1,0,100,45,1,99,i21_50.jpg,s,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,34.80999994,1,0,100,57,1,99,i26_150_R.jpg,d,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,18.46499991,1,0,100,30,1,99,i14_50_R.jpg,d,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,7.411000013,1,0,100,56,1,99,i26_50.jpg,s,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,6.647000074,1,0,100,51,1,99,i24_50.jpg,s,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,5.447000027,1,0,100,98,1,99,i47_100.jpg,s,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,3.515999794,1,0,100,39,1,99,i18_150_R.jpg,d,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,18.99000001,1,0,100,89,1,99,i41_100_R.jpg,d,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,5.850999832,1,0,100,46,1,99,i21_150_R.jpg,d,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,13.29400015,1,0,100,22,1,99,i10_100.jpg,s,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,3.003999949,1,0,100,29,1,99,i14_0.jpg,s,0,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,8.822000027,1,0,100,99,1,99,i48_100.jpg,s,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,5.535000086,1,0,100,93,1,99,i43_100_R.jpg,d,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,2.835000038,1,0,100,43,1,99,i20_50.jpg,s,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,4.751999855,1,0,100,82,1,99,i38_100_R.jpg,d,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,26.72099996,1,0,100,31,1,99,i14_150_R.jpg,d,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,1.985000134,1,0,100,84,1,99,i39_0.jpg,s,0,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,6.789000034,1,0,100,61,1,99,i28_150.jpg,s,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,1.315000057,1,0,100,62,1,99,i29_0.jpg,s,0,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,3.733999968,1,0,100,38,1,99,i18_50.jpg,s,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,2.753999949,1,0,100,47,1,99,i22_50.jpg,s,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,6.017000198,1,0,100,14,1,99,i7_50_R.jpg,d,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,4.470999956,1,0,100,17,1,99,i8_100.jpg,s,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,8.669999838,1,0,100,10,1,99,i5_50_R.jpg,d,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,9.569000006,1,0,100,42,1,99,i19_150_R.jpg,d,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,9.41899991,1,0,100,37,1,99,i17_150_R.jpg,d,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,9.772000074,1,0,100,70,1,99,i32_150.jpg,s,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,3.548000097,1,0,100,48,1,99,i22_150_R.jpg,d,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,4.955999851,1,0,100,11,1,99,i5_100.jpg,s,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,14.78900003,1,0,100,59,1,99,i27_150_R.jpg,d,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,5.718999863,1,0,100,72,1,99,i33_150.jpg,s,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,1.120000124,1,0,100,94,1,99,i44_0.jpg,s,0,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,4.45299983,1,0,100,41,1,99,i19_50.jpg,s,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,2.285000086,1,0,100,75,1,99,i35_0.jpg,s,0,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,7.904999971,1,0,100,64,1,99,i29_150.jpg,s,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,10.06799984,1,0,100,68,1,99,i31_150.jpg,s,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,21.56500006,1,0,100,69,1,99,i32_100_R.jpg,d,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,8.986000061,1,0,100,78,1,99,i36_100_R.jpg,d,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,10.32099986,1,0,100,66,1,99,i30_150.jpg,s,150,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,9.538000107,1,0,100,73,1,99,i34_100_R.jpg,d,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,9.289999962,1,0,100,95,1,99,i44_100_R.jpg,d,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,12.58800006,1,0,100,21,1,99,i10_50_R.jpg,d,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,4.420000076,1,0,100,49,1,99,i23_50.jpg,s,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
s,1,5.803999901,1,0,100,58,1,99,i27_50.jpg,s,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,6.268999815,1,0,100,96,1,99,i45_100_R.jpg,d,100,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
d,1,4.436000109,1,0,100,1,1,99,i1_50_R.jpg,d,50,VAAS,001,2020-12-04_17h41.25.025,MentalRotationFinal,3.1.2,60
